Date,Price
2022-08-01,115.58
2022-08-02,116.19
2022-08-03,114.39
2022-08-04,116.7
2022-08-05,112.05
2022-08-06,112.08
2022-08-07,114.56
2022-08-08,117.32
2022-08-09,114.7
2022-08-10,113.12
2022-08-11,115.03
2022-08-12,115.26
2022-08-13,116.9
2022-08-14,117.49
2022-08-15,115.04
2022-08-16,118.8
2022-08-17,110.98
2022-08-18,116.4
2022-08-19,115.85
2022-08-20,113.68
2022-08-21,114.8
2022-08-22,113.03
2022-08-23,117.09
2022-08-24,113.07
2022-08-25,116.24
2022-08-26,115.16
2022-08-27,117.71
2022-08-28,115.68
2022-08-29,115.65
2022-08-30,117.27
2022-08-31,116.14
2022-09-01,110.04
2022-09-02,113.3
2022-09-03,115.47
2022-09-04,115.22
2022-09-05,113.31
2022-09-06,114.42
2022-09-07,117.22
2022-09-08,113.94
2022-09-09,111.9
2022-09-10,113.28
2022-09-11,114.04
2022-09-12,114.83
2022-09-13,113.71
2022-09-14,114.96
2022-09-15,114.76
2022-09-16,115.32
2022-09-17,112.61
2022-09-18,116.91
2022-09-19,110.07
2022-09-20,113.12
2022-09-21,116.71
2022-09-22,118.53
2022-09-23,117.05
2022-09-24,115.63
2022-09-25,114.65
2022-09-26,111.67
2022-09-27,120.89
2022-09-28,114.69
2022-09-29,114.73
2022-09-30,111.7
2022-10-01,114.39
2022-10-02,115.46
2022-10-03,116.62
2022-10-04,112.14
2022-10-05,114.0
2022-10-06,113.6
2022-10-07,113.08
2022-10-08,112.44
2022-10-09,112.62
2022-10-10,115.45
2022-10-11,115.21
2022-10-12,114.99
2022-10-13,114.91
2022-10-14,116.67
2022-10-15,116.21
2022-10-16,110.63
2022-10-17,118.22
2022-10-18,115.73
2022-10-19,114.95
2022-10-20,114.81
2022-10-21,116.1
2022-10-22,115.57
2022-10-23,117.81
2022-10-24,116.39
2022-10-25,113.98
2022-10-26,117.45
2022-10-27,115.32
2022-10-28,114.46
2022-10-29,116.98
2022-10-30,114.15
2022-10-31,118.92
2022-11-01,112.98
2022-11-02,114.22
2022-11-03,112.6
2022-11-04,113.74
2022-11-05,112.37
2022-11-06,115.64
2022-11-07,115.02
2022-11-08,112.89
2022-11-09,116.56
2022-11-10,115.88
2022-11-11,116.87
2022-11-12,116.86
2022-11-13,116.1
2022-11-14,111.44
2022-11-15,116.51
2022-11-16,113.03
2022-11-17,111.85
2022-11-18,116.0
2022-11-19,115.48
2022-11-20,117.35
2022-11-21,114.74
2022-11-22,112.36
2022-11-23,118.67
2022-11-24,111.0
2022-11-25,113.75
2022-11-26,118.09
2022-11-27,116.46
2022-11-28,116.24
2022-11-29,117.65
2022-11-30,116.81
2022-12-01,118.73
2022-12-02,115.64
2022-12-03,115.76
2022-12-04,116.39
2022-12-05,115.43
2022-12-06,111.58
2022-12-07,118.59
2022-12-08,114.7
2022-12-09,114.52
2022-12-10,115.91
2022-12-11,115.24
2022-12-12,114.76
2022-12-13,119.65
2022-12-14,115.44
2022-12-15,118.19
2022-12-16,116.59
2022-12-17,113.15
2022-12-18,111.6
2022-12-19,112.96
2022-12-20,113.69
2022-12-21,112.49
2022-12-22,113.01
2022-12-23,113.9
2022-12-24,116.31
2022-12-25,111.4
2022-12-26,112.83
2022-12-27,114.13
2022-12-28,115.76
2022-12-29,114.74
2022-12-30,113.48
2022-12-31,113.46
2023-01-01,115.72
2023-01-02,114.37
2023-01-03,116.2
2023-01-04,114.99
2023-01-05,113.33
2023-01-06,113.26
2023-01-07,112.79
2023-01-08,116.32
2023-01-09,117.16
2023-01-10,119.7
2023-01-11,115.24
2023-01-12,113.32
2023-01-13,111.31
2023-01-14,114.32
2023-01-15,116.39
2023-01-16,113.64
2023-01-17,112.11
2023-01-18,112.36
2023-01-19,115.96
2023-01-20,116.9
2023-01-21,114.63
2023-01-22,116.42
2023-01-23,114.41
2023-01-24,115.29
2023-01-25,115.08
2023-01-26,113.91
2023-01-27,113.96
2023-01-28,118.64
2023-01-29,115.43
2023-01-30,118.24
2023-01-31,115.87
2023-02-01,113.48
2023-02-02,117.29
2023-02-03,113.1
2023-02-04,119.26
2023-02-05,117.25
2023-02-06,115.8
2023-02-07,111.56
2023-02-08,116.25
2023-02-09,114.09
2023-02-10,110.87
2023-02-11,118.09
2023-02-12,116.76
2023-02-13,112.72
2023-02-14,113.63
2023-02-15,116.11
2023-02-16,114.3
2023-02-17,113.07
2023-02-18,116.93
2023-02-19,116.34
2023-02-20,115.13
2023-02-21,114.36
2023-02-22,115.95
2023-02-23,113.06
2023-02-24,112.39
2023-02-25,113.88
2023-02-26,113.07
2023-02-27,115.09
2023-02-28,115.54
2023-03-01,113.38
2023-03-02,111.7
2023-03-03,115.29
2023-03-04,119.5
2023-03-05,119.1
2023-03-06,113.24
2023-03-07,113.81
2023-03-08,112.82
2023-03-09,117.15
2023-03-10,117.5
2023-03-11,113.63
2023-03-12,113.35
2023-03-13,110.55
2023-03-14,114.24
2023-03-15,117.1
2023-03-16,113.27
2023-03-17,113.65
2023-03-18,113.18
2023-03-19,118.45
2023-03-20,117.68
2023-03-21,117.35
2023-03-22,113.07
2023-03-23,114.63
2023-03-24,114.41
2023-03-25,112.56
2023-03-26,116.62
2023-03-27,114.98
2023-03-28,112.88
2023-03-29,113.76
2023-03-30,118.59
2023-03-31,118.06
2023-04-01,116.2
2023-04-02,113.19
2023-04-03,117.53
2023-04-04,117.89
2023-04-05,118.3
2023-04-06,113.72
2023-04-07,112.98
2023-04-08,115.99
2023-04-09,114.21
2023-04-10,113.12
2023-04-11,116.2
2023-04-12,117.68
2023-04-13,115.51
2023-04-14,115.88
2023-04-15,115.24
2023-04-16,115.31
2023-04-17,112.71
2023-04-18,112.29
2023-04-19,113.96
2023-04-20,118.37
2023-04-21,113.44
2023-04-22,114.52
2023-04-23,111.13
2023-04-24,110.77
2023-04-25,112.43
2023-04-26,116.38
2023-04-27,114.63
2023-04-28,114.8
2023-04-29,118.5
2023-04-30,116.62
2023-05-01,113.84
2023-05-02,115.19
2023-05-03,115.32
2023-05-04,112.78
2023-05-05,114.73
2023-05-06,112.73
2023-05-07,114.16
2023-05-08,115.35
2023-05-09,115.34
2023-05-10,114.52
2023-05-11,111.65
2023-05-12,116.07
2023-05-13,115.91
2023-05-14,113.4
2023-05-15,118.25
2023-05-16,118.23
2023-05-17,117.56
2023-05-18,113.46
2023-05-19,116.88
2023-05-20,114.87
2023-05-21,116.54
2023-05-22,113.21
2023-05-23,116.02
2023-05-24,112.55
2023-05-25,113.62
2023-05-26,112.68
2023-05-27,116.81
2023-05-28,115.34
2023-05-29,115.75
2023-05-30,113.84
2023-05-31,116.97
2023-06-01,113.63
2023-06-02,114.76
2023-06-03,114.95
2023-06-04,118.6
2023-06-05,110.36
2023-06-06,113.73
2023-06-07,115.54
2023-06-08,113.75
2023-06-09,117.72
2023-06-10,113.19
2023-06-11,115.93
2023-06-12,115.17
2023-06-13,115.77
2023-06-14,117.41
2023-06-15,118.56
2023-06-16,109.06
2023-06-17,112.97
2023-06-18,113.08
2023-06-19,112.03
2023-06-20,115.49
2023-06-21,114.1
2023-06-22,114.55
2023-06-23,114.76
2023-06-24,118.15
2023-06-25,111.0
2023-06-26,116.71
2023-06-27,115.14
2023-06-28,117.27
2023-06-29,113.98
2023-06-30,116.71
2023-07-01,115.88
2023-07-02,114.36
2023-07-03,118.1
2023-07-04,115.5
2023-07-05,113.84
2023-07-06,111.06
2023-07-07,114.58
2023-07-08,118.07
2023-07-09,115.87
2023-07-10,116.47
2023-07-11,116.64
2023-07-12,115.68
2023-07-13,115.56
2023-07-14,113.34
2023-07-15,115.83
2023-07-16,115.7
2023-07-17,111.43
2023-07-18,115.38
2023-07-19,113.14
2023-07-20,115.94
2023-07-21,113.14
2023-07-22,114.2
2023-07-23,116.13
2023-07-24,115.08
2023-07-25,116.68
2023-07-26,111.66
2023-07-27,116.38
2023-07-28,114.02
2023-07-29,114.41
2023-07-30,117.39
2023-07-31,116.78
2023-08-01,113.43
2023-08-02,112.59
2023-08-03,115.04
2023-08-04,115.78
2023-08-05,111.05
2023-08-06,113.8
2023-08-07,112.06
2023-08-08,116.61
2023-08-09,116.36
2023-08-10,114.04
2023-08-11,116.3
2023-08-12,111.98
2023-08-13,114.83
2023-08-14,114.37
2023-08-15,113.21
2023-08-16,115.78
2023-08-17,118.09
2023-08-18,115.15
2023-08-19,117.29
2023-08-20,115.97
2023-08-21,117.73
2023-08-22,115.65
2023-08-23,118.18
2023-08-24,117.23
2023-08-25,113.5
2023-08-26,114.05
2023-08-27,116.26
2023-08-28,113.99
2023-08-29,112.19
2023-08-30,113.15
2023-08-31,111.72
2023-09-01,111.57
2023-09-02,113.76
2023-09-03,113.86
2023-09-04,117.22
2023-09-05,114.9
2023-09-06,115.9
2023-09-07,118.86
2023-09-08,115.22
2023-09-09,112.92
2023-09-10,115.11
2023-09-11,115.2
2023-09-12,114.51
2023-09-13,113.4
2023-09-14,117.66
2023-09-15,114.46
2023-09-16,116.3
2023-09-17,114.87
2023-09-18,112.57
2023-09-19,116.96
2023-09-20,116.74
2023-09-21,111.89
2023-09-22,114.64
2023-09-23,116.1
2023-09-24,115.08
2023-09-25,113.14
2023-09-26,115.51
2023-09-27,114.46
2023-09-28,117.21
2023-09-29,116.26
2023-09-30,112.5
2023-10-01,117.45
2023-10-02,114.51
2023-10-03,119.01
2023-10-04,116.32
2023-10-05,117.68
2023-10-06,116.6
2023-10-07,115.85
2023-10-08,118.57
2023-10-09,120.22
2023-10-10,118.73
2023-10-11,112.92
2023-10-12,113.24
2023-10-13,113.52
2023-10-14,112.41
2023-10-15,116.15
2023-10-16,115.48
2023-10-17,114.64
2023-10-18,115.16
2023-10-19,115.08
2023-10-20,113.34
2023-10-21,114.52
2023-10-22,116.2
2023-10-23,116.99
2023-10-24,115.18
2023-10-25,114.84
2023-10-26,114.23
2023-10-27,119.43
2023-10-28,114.5
2023-10-29,114.18
2023-10-30,114.74
2023-10-31,114.45
2023-11-01,112.66
2023-11-02,116.87
2023-11-03,113.54
2023-11-04,118.56
2023-11-05,113.57
2023-11-06,113.64
2023-11-07,115.07
2023-11-08,112.63
2023-11-09,113.65
2023-11-10,119.68
2023-11-11,116.37
2023-11-12,116.02
2023-11-13,117.65
2023-11-14,115.74
2023-11-15,117.46
2023-11-16,115.72
2023-11-17,112.4
2023-11-18,111.78
2023-11-19,117.16
2023-11-20,114.54
2023-11-21,113.5
2023-11-22,115.87
2023-11-23,116.02
2023-11-24,113.28
2023-11-25,117.15
2023-11-26,115.02
2023-11-27,113.51
2023-11-28,116.2
2023-11-29,115.41
2023-11-30,115.49
2023-12-01,115.84
2023-12-02,114.48
2023-12-03,112.48
2023-12-04,111.87
2023-12-05,115.45
2023-12-06,115.35
2023-12-07,117.56
2023-12-08,116.48
2023-12-09,114.79
2023-12-10,114.5
2023-12-11,119.17
2023-12-12,110.61
2023-12-13,112.71
2023-12-14,113.06
2023-12-15,116.68
2023-12-16,114.69
2023-12-17,114.3
2023-12-18,117.64
2023-12-19,117.61
2023-12-20,115.37
2023-12-21,116.74
2023-12-22,113.92
2023-12-23,112.3
2023-12-24,114.68
2023-12-25,113.66
2023-12-26,114.33
2023-12-27,117.15
2023-12-28,111.8
2023-12-29,114.67
2023-12-30,114.39
2023-12-31,115.69
