Date,Price
2022-05-02,86.3
2022-05-03,84.77
2022-05-04,86.85
2022-05-05,84.99
2022-05-06,83.28
2022-05-07,81.96
2022-05-08,83.89
2022-05-09,84.67
2022-05-10,81.97
2022-05-11,85.7
2022-05-12,83.9
2022-05-13,83.72
2022-05-14,84.37
2022-05-15,84.87
2022-05-16,85.44
2022-05-17,82.34
2022-05-18,84.14
2022-05-19,84.5
2022-05-20,87.27
2022-05-21,86.51
2022-05-22,86.66
2022-05-23,86.18
2022-05-24,82.37
2022-05-25,83.25
2022-05-26,88.99
2022-05-27,83.64
2022-05-28,85.91
2022-05-29,81.68
2022-05-30,84.33
2022-05-31,84.28
2022-06-01,85.0
2022-06-02,84.48
2022-06-03,85.57
2022-06-04,85.07
2022-06-05,82.05
2022-06-06,89.6
2022-06-07,83.1
2022-06-08,83.48
2022-06-09,83.96
2022-06-10,85.58
2022-06-11,82.78
2022-06-12,82.58
2022-06-13,84.64
2022-06-14,83.74
2022-06-15,84.75
2022-06-16,86.62
2022-06-17,90.02
2022-06-18,86.37
2022-06-19,87.71
2022-06-20,84.67
2022-06-21,87.48
2022-06-22,86.7
2022-06-23,83.6
2022-06-24,83.81
2022-06-25,83.33
2022-06-26,87.12
2022-06-27,82.25
2022-06-28,85.91
2022-06-29,82.46
2022-06-30,83.68
2022-07-01,86.04
2022-07-02,87.15
2022-07-03,82.72
2022-07-04,83.18
2022-07-05,85.03
2022-07-06,84.93
2022-07-07,84.64
2022-07-08,85.59
2022-07-09,81.17
2022-07-10,85.7
2022-07-11,85.04
2022-07-12,86.8
2022-07-13,84.36
2022-07-14,86.16
2022-07-15,81.12
2022-07-16,83.11
2022-07-17,82.55
2022-07-18,83.27
2022-07-19,85.55
2022-07-20,89.48
2022-07-21,87.33
2022-07-22,83.4
2022-07-23,83.27
2022-07-24,85.81
2022-07-25,85.41
2022-07-26,82.89
2022-07-27,81.81
2022-07-28,86.08
2022-07-29,85.08
2022-07-30,85.24
2022-07-31,87.72
2022-08-01,83.25
2022-08-02,85.31
2022-08-03,86.88
2022-08-04,84.18
2022-08-05,81.98
2022-08-06,84.03
2022-08-07,84.89
2022-08-08,84.63
2022-08-09,88.48
2022-08-10,83.75
2022-08-11,84.12
2022-08-12,85.76
2022-08-13,82.88
2022-08-14,84.22
2022-08-15,84.29
2022-08-16,85.73
2022-08-17,85.36
2022-08-18,83.86
2022-08-19,84.24
2022-08-20,85.1
2022-08-21,87.95
2022-08-22,86.61
2022-08-23,83.71
2022-08-24,83.59
2022-08-25,86.18
2022-08-26,82.87
2022-08-27,86.7
2022-08-28,83.07
2022-08-29,85.3
2022-08-30,84.88
2022-08-31,88.56
2022-09-01,82.64
2022-09-02,89.55
2022-09-03,86.46
2022-09-04,88.23
2022-09-05,81.43
2022-09-06,84.8
2022-09-07,89.03
2022-09-08,84.49
2022-09-09,87.12
2022-09-10,86.85
2022-09-11,83.12
2022-09-12,86.87
2022-09-13,84.76
2022-09-14,87.83
2022-09-15,85.06
2022-09-16,86.77
2022-09-17,84.06
2022-09-18,80.82
2022-09-19,86.76
2022-09-20,81.49
2022-09-21,85.7
2022-09-22,89.88
2022-09-23,85.92
2022-09-24,85.74
2022-09-25,83.78
2022-09-26,82.97
2022-09-27,87.51
2022-09-28,89.44
2022-09-29,85.53
2022-09-30,87.91
2022-10-01,86.29
2022-10-02,80.69
2022-10-03,82.75
2022-10-04,83.59
2022-10-05,85.22
2022-10-06,87.26
2022-10-07,88.02
2022-10-08,87.52
2022-10-09,81.93
2022-10-10,88.4
2022-10-11,81.87
2022-10-12,82.77
2022-10-13,86.91
2022-10-14,86.45
2022-10-15,86.62
2022-10-16,83.67
2022-10-17,87.47
2022-10-18,88.48
2022-10-19,86.74
2022-10-20,86.63
2022-10-21,86.71
2022-10-22,83.16
2022-10-23,85.83
2022-10-24,87.68
2022-10-25,86.84
2022-10-26,83.71
2022-10-27,86.48
2022-10-28,87.06
2022-10-29,81.13
2022-10-30,84.7
2022-10-31,87.23
2022-11-01,82.82
2022-11-02,85.33
2022-11-03,86.55
2022-11-04,81.58
2022-11-05,84.49
2022-11-06,87.0
2022-11-07,84.14
2022-11-08,85.28
2022-11-09,83.03
2022-11-10,83.21
2022-11-11,83.15
2022-11-12,86.85
2022-11-13,84.06
2022-11-14,84.98
2022-11-15,86.56
2022-11-16,88.26
2022-11-17,83.01
2022-11-18,84.51
2022-11-19,87.1
2022-11-20,84.61
2022-11-21,83.04
2022-11-22,88.74
2022-11-23,84.32
2022-11-24,84.62
2022-11-25,86.75
2022-11-26,83.18
2022-11-27,84.4
2022-11-28,82.61
2022-11-29,85.93
2022-11-30,85.89
2022-12-01,84.97
2022-12-02,86.24
2022-12-03,84.61
2022-12-04,81.24
2022-12-05,84.27
2022-12-06,88.4
2022-12-07,85.61
2022-12-08,84.29
2022-12-09,83.0
2022-12-10,86.09
2022-12-11,84.78
2022-12-12,86.57
2022-12-13,83.32
2022-12-14,87.15
2022-12-15,83.71
2022-12-16,87.91
2022-12-17,83.92
2022-12-18,88.69
2022-12-19,82.1
2022-12-20,86.19
2022-12-21,86.86
2022-12-22,85.05
2022-12-23,82.61
2022-12-24,84.67
2022-12-25,81.05
2022-12-26,82.93
2022-12-27,84.37
2022-12-28,85.13
2022-12-29,85.07
2022-12-30,84.97
2022-12-31,86.52
2023-01-01,85.18
2023-01-02,82.06
2023-01-03,86.17
2023-01-04,86.19
2023-01-05,86.38
2023-01-06,80.78
2023-01-07,84.21
2023-01-08,86.77
2023-01-09,81.11
2023-01-10,86.66
2023-01-11,85.51
2023-01-12,86.41
2023-01-13,81.78
2023-01-14,85.81
2023-01-15,85.21
2023-01-16,84.02
2023-01-17,85.48
2023-01-18,88.61
2023-01-19,86.74
2023-01-20,81.63
2023-01-21,84.35
2023-01-22,86.59
2023-01-23,83.15
2023-01-24,83.1
2023-01-25,84.6
2023-01-26,85.99
2023-01-27,83.13
2023-01-28,86.15
2023-01-29,85.8
2023-01-30,84.57
2023-01-31,83.48
2023-02-01,83.07
2023-02-02,84.5
2023-02-03,85.38
2023-02-04,86.65
2023-02-05,86.79
2023-02-06,82.74
2023-02-07,85.77
2023-02-08,87.29
2023-02-09,84.9
2023-02-10,86.71
2023-02-11,84.45
2023-02-12,84.19
2023-02-13,84.84
2023-02-14,88.75
2023-02-15,82.31
2023-02-16,91.95
2023-02-17,83.71
2023-02-18,84.7
2023-02-19,81.49
2023-02-20,85.97
2023-02-21,85.64
2023-02-22,80.38
2023-02-23,88.04
2023-02-24,84.26
2023-02-25,88.97
2023-02-26,86.77
2023-02-27,83.18
2023-02-28,86.6
2023-03-01,87.87
2023-03-02,84.62
2023-03-03,83.12
2023-03-04,83.76
2023-03-05,82.69
2023-03-06,85.47
2023-03-07,85.26
2023-03-08,83.97
2023-03-09,85.29
2023-03-10,84.98
2023-03-11,81.77
2023-03-12,83.19
2023-03-13,84.23
2023-03-14,85.15
2023-03-15,83.89
2023-03-16,85.79
2023-03-17,87.46
2023-03-18,86.04
2023-03-19,85.52
2023-03-20,88.09
2023-03-21,85.58
2023-03-22,87.27
2023-03-23,83.11
2023-03-24,86.6
2023-03-25,86.33
2023-03-26,83.87
2023-03-27,86.2
2023-03-28,82.98
2023-03-29,82.62
2023-03-30,83.86
2023-03-31,80.96
2023-04-01,83.46
2023-04-02,86.42
2023-04-03,80.89
2023-04-04,84.07
2023-04-05,81.81
2023-04-06,84.25
2023-04-07,88.02
2023-04-08,86.52
2023-04-09,84.54
2023-04-10,85.81
2023-04-11,87.08
2023-04-12,80.1
2023-04-13,82.43
2023-04-14,85.42
2023-04-15,85.56
2023-04-16,82.89
2023-04-17,86.12
2023-04-18,82.95
2023-04-19,85.21
2023-04-20,88.05
2023-04-21,86.31
2023-04-22,86.05
2023-04-23,82.96
2023-04-24,85.65
2023-04-25,82.46
2023-04-26,82.82
2023-04-27,86.33
2023-04-28,86.61
2023-04-29,84.35
2023-04-30,84.38
2023-05-01,84.8
2023-05-02,86.56
2023-05-03,86.33
2023-05-04,85.65
2023-05-05,86.51
2023-05-06,85.18
2023-05-07,85.06
2023-05-08,88.59
2023-05-09,82.96
2023-05-10,88.12
2023-05-11,87.57
2023-05-12,80.63
2023-05-13,88.17
2023-05-14,86.83
2023-05-15,85.02
2023-05-16,86.54
2023-05-17,85.67
2023-05-18,82.03
2023-05-19,82.8
2023-05-20,84.32
2023-05-21,83.92
2023-05-22,86.02
2023-05-23,83.86
2023-05-24,85.79
2023-05-25,84.29
2023-05-26,85.73
2023-05-27,86.75
2023-05-28,83.66
2023-05-29,82.34
2023-05-30,82.67
2023-05-31,85.11
2023-06-01,85.22
2023-06-02,84.09
2023-06-03,83.47
2023-06-04,82.46
2023-06-05,85.56
2023-06-06,83.68
2023-06-07,85.3
2023-06-08,83.25
2023-06-09,83.59
2023-06-10,84.24
2023-06-11,86.57
2023-06-12,87.32
2023-06-13,89.15
2023-06-14,85.66
2023-06-15,82.82
2023-06-16,82.54
2023-06-17,84.03
2023-06-18,85.28
2023-06-19,86.54
2023-06-20,83.64
2023-06-21,87.38
2023-06-22,85.04
2023-06-23,88.56
2023-06-24,85.82
2023-06-25,85.35
2023-06-26,82.28
2023-06-27,85.2
2023-06-28,85.66
2023-06-29,86.25
2023-06-30,79.9
2023-07-01,86.24
2023-07-02,83.0
2023-07-03,82.05
2023-07-04,83.17
2023-07-05,83.27
2023-07-06,85.48
2023-07-07,86.48
2023-07-08,86.28
2023-07-09,85.35
2023-07-10,88.23
2023-07-11,85.25
2023-07-12,85.1
2023-07-13,82.65
2023-07-14,84.31
2023-07-15,82.63
2023-07-16,87.87
2023-07-17,85.48
2023-07-18,87.99
2023-07-19,80.74
2023-07-20,86.26
2023-07-21,89.27
2023-07-22,85.86
2023-07-23,85.9
2023-07-24,85.78
2023-07-25,86.07
2023-07-26,86.75
2023-07-27,85.56
2023-07-28,83.86
2023-07-29,81.93
2023-07-30,83.79
2023-07-31,85.67
2023-08-01,86.19
2023-08-02,88.71
2023-08-03,90.02
2023-08-04,89.69
2023-08-05,83.03
2023-08-06,85.27
2023-08-07,87.12
2023-08-08,86.98
2023-08-09,85.64
2023-08-10,87.51
2023-08-11,85.89
2023-08-12,84.17
2023-08-13,82.31
2023-08-14,86.29
2023-08-15,83.34
2023-08-16,83.71
2023-08-17,85.15
2023-08-18,83.39
2023-08-19,84.41
2023-08-20,86.26
2023-08-21,86.05
2023-08-22,82.99
2023-08-23,81.66
2023-08-24,88.43
2023-08-25,88.74
2023-08-26,81.56
2023-08-27,84.52
2023-08-28,82.86
2023-08-29,86.73
2023-08-30,85.66
2023-08-31,83.42
2023-09-01,91.79
2023-09-02,84.14
2023-09-03,86.18
2023-09-04,87.26
2023-09-05,86.25
2023-09-06,84.45
2023-09-07,83.62
2023-09-08,81.61
2023-09-09,83.02
2023-09-10,82.88
2023-09-11,84.54
2023-09-12,84.23
2023-09-13,86.73
2023-09-14,87.49
2023-09-15,85.61
2023-09-16,87.25
2023-09-17,84.28
2023-09-18,86.3
2023-09-19,84.96
2023-09-20,86.34
2023-09-21,86.78
2023-09-22,84.68
2023-09-23,83.53
2023-09-24,84.08
2023-09-25,84.88
2023-09-26,83.08
2023-09-27,79.15
2023-09-28,89.35
2023-09-29,86.0
2023-09-30,83.43
2023-10-01,82.73
2023-10-02,86.72
2023-10-03,84.4
2023-10-04,87.2
2023-10-05,86.74
2023-10-06,83.13
2023-10-07,87.84
2023-10-08,88.3
2023-10-09,86.36
2023-10-10,84.47
2023-10-11,83.82
2023-10-12,84.08
2023-10-13,84.12
2023-10-14,82.19
2023-10-15,85.34
2023-10-16,84.36
2023-10-17,80.18
2023-10-18,89.94
2023-10-19,87.11
2023-10-20,84.3
2023-10-21,83.31
2023-10-22,85.31
2023-10-23,84.13
2023-10-24,85.78
2023-10-25,86.58
2023-10-26,84.2
2023-10-27,86.89
2023-10-28,85.35
2023-10-29,88.44
2023-10-30,87.79
2023-10-31,86.9
2023-11-01,83.88
2023-11-02,84.51
2023-11-03,86.64
2023-11-04,86.22
2023-11-05,85.64
2023-11-06,87.78
2023-11-07,87.15
2023-11-08,82.72
2023-11-09,85.54
2023-11-10,84.54
2023-11-11,83.38
2023-11-12,87.2
2023-11-13,82.41
2023-11-14,85.71
2023-11-15,83.28
2023-11-16,82.26
2023-11-17,82.95
2023-11-18,83.62
2023-11-19,84.97
2023-11-20,84.74
2023-11-21,82.92
2023-11-22,85.2
2023-11-23,85.88
2023-11-24,84.94
2023-11-25,85.83
2023-11-26,85.05
2023-11-27,85.79
2023-11-28,84.11
2023-11-29,83.84
2023-11-30,87.87
2023-12-01,84.75
2023-12-02,83.88
2023-12-03,84.56
2023-12-04,85.74
2023-12-05,80.37
2023-12-06,83.68
2023-12-07,82.51
2023-12-08,86.57
2023-12-09,85.28
2023-12-10,84.77
2023-12-11,87.7
2023-12-12,82.33
2023-12-13,84.35
2023-12-14,85.75
2023-12-15,83.93
2023-12-16,84.79
2023-12-17,83.96
2023-12-18,84.72
2023-12-19,85.51
2023-12-20,84.28
2023-12-21,85.06
2023-12-22,82.26
2023-12-23,88.07
2023-12-24,86.16
2023-12-25,84.04
2023-12-26,86.27
2023-12-27,88.5
2023-12-28,87.72
2023-12-29,84.25
2023-12-30,83.58
2023-12-31,82.25
